,Unnamed: 0,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
255,256,CERTIFIED,"AGLYTIX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,174408.0,2016.0,"MANKATO, MINNESOTA",-93.99939959999999,44.1635775
256,257,CERTIFIED,BENEFUEL INC.,CHIEF EXECUTIVES,"EXECUTIVE, FINANCIAL DEVELOPMENT",Y,187200.0,2016.0,"IRVING, TEXAS",-96.9488945,32.814017699999994
257,258,CERTIFIED,"PUTZMEISTER AMERICA, INC.",CHIEF EXECUTIVES,"GENERAL MANAGER-INDUSTRIAL PUMPS AND SYSTEMS, U.S. AND CHINA",N,65811.0,2016.0,"STURTEVANT, WISCONSIN",-87.8945229,42.6980749
258,259,CERTIFIED,"EICA MANAGEMENT, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,113090.0,2016.0,"MIAMI SPRINGS, FLORIDA",,
259,260,CERTIFIED-WITHDRAWN,CELGENE CORPORATION,CHIEF EXECUTIVES,"PRESIDENT, WORLDWIDE MARKETS",Y,187200.0,2016.0,"SUMMIT, NEW JERSEY",-74.3646122,40.714637599999996
260,261,CERTIFIED,TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF CORPORATE STRATEGY,Y,103480.0,2016.0,"MANASSAS, VIRGINIA",-77.4752667,38.750948799999996
261,262,CERTIFIED,"START INTERNATIONAL, INC.",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,149594.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
262,263,CERTIFIED,"OFF CENTER RESTAURANT GROUP, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,113090.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
263,264,CERTIFIED,OMA SHANTI INC.,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,178776.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
264,265,CERTIFIED,"PINDROP SECURITY, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,150238.0,2016.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
265,266,CERTIFIED,"MILLENNIUM ADVISORS, LLC",CHIEF EXECUTIVES,DIRECTOR ETF TRADING & CREDIT MARKETS,Y,187199.0,2016.0,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
266,267,CERTIFIED,MYCHILD INC.,CHIEF EXECUTIVES,CEO & SYSTEMS MANAGER,Y,82930.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
267,268,CERTIFIED,"KONCERT IT TECHNOLOGY SOLUTIONS, LLC",CHIEF EXECUTIVES,E-COMMERCE DIRECTOR,Y,252158.4,2016.0,"CINCINNATI, OHIO",-84.5120196,39.103118200000004
268,269,CERTIFIED,SEMPRA LNG AND MIDSTREAM LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF BUSINESS ORIGINATION,Y,197683.0,2016.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
269,270,CERTIFIED,"CHARTA GLOBAL, INC.",CHIEF EXECUTIVES,MANAGING DIRECTOR/MARKETING - AMERICAS,Y,198266.0,2016.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
270,271,CERTIFIED,"SOFTTEK INTEGRATION SYSTEMS, INC.",CHIEF EXECUTIVES,ACCOUNT DIRECTOR,Y,130853.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
271,272,CERTIFIED,SELUX CORPORATION,CHIEF EXECUTIVES,CEO,Y,160722.0,2016.0,"HIGHLAND, NEW YORK",,
272,273,DENIED,RESONANCE GLOBAL COMPLIANCE LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER- WIRELESS COMMUNICATION DEVICE,Y,78000.0,2016.0,"BATON ROUGE, LOUISIANA",-91.1403196,30.458282899999997
273,274,CERTIFIED,CELGENE CORPORATION,CHIEF EXECUTIVES,"SVP, WORLDWIDE MARKETS, I&I",Y,187200.0,2016.0,"SUMMIT, NEW JERSEY",-74.3646122,40.714637599999996
274,275,CERTIFIED,"THE MIHALIK GROUP, LLC",CHIEF EXECUTIVES,VICE PRESIDENT / EXECUTIVE DIRECTOR OF QI & PM  OPERATIONS,Y,82930.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
275,276,CERTIFIED,HERBSTREITH & FOX INC.,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,187200.0,2016.0,"ELMSFORD, NEW YORK",-73.8201337,41.055096899999995
276,277,CERTIFIED,"KONCERT IT SOLUTIONS, LLC",CHIEF EXECUTIVES,E-COMMERCE DIRECTOR,Y,252158.4,2016.0,"CINCINNATI, OHIO",-84.5120196,39.103118200000004
277,278,CERTIFIED,EVANESCENT DIAGNOSTIC SYSTEMS LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,187200.0,2016.0,"LOS GATOS, CALIFORNIA",-121.96237509999999,37.235807799999996
278,279,CERTIFIED,"PLASCO, LLC",CHIEF EXECUTIVES,DIRECTOR INTERNATIONAL STRATEGIC INITIATIVES,Y,159370.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
279,280,CERTIFIED,"BASK MANAGEMENT, LLC",CHIEF EXECUTIVES,VP - ACQUISITIONS & DEVELOPMENT,Y,82930.0,2016.0,"ELGIN, ILLINOIS",-88.2825668,42.035408399999994
280,281,CERTIFIED,BARRY'S BOOTCAMP HOLDINGS LLC,CHIEF EXECUTIVES,CHIEF MARKETING OFFICER,Y,210122.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
281,282,CERTIFIED,WILD SOUL LLC,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,113090.0,2016.0,"KEY BISCAYNE, FLORIDA",-80.1628248,25.693713
282,283,CERTIFIED,HEALTHJUMP INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"PHOENIXVILLE, PENNSYLVANIA",-75.5149128,40.13038220000001
283,284,CERTIFIED,THE MORGRIDGE INSTITUTE FOR RESEARCH INC.,CHIEF EXECUTIVES,DIRECTOR - MEDICAL ENGINEERING,Y,218733.0,2016.0,"MADISON, WISCONSIN",-89.4012302,43.07305170000001
284,285,CERTIFIED,WILLOWBRIDGE ASSOCIATES INC.,CHIEF EXECUTIVES,CHIEF RISK OFFICER,Y,187200.0,2016.0,"PLAINSBORO, NEW JERSEY",-74.58529200000001,40.338254299999996
285,286,CERTIFIED,"ASCENT SOLAR TECHNOLOGIES, INC.",CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"THORNTON, COLORADO",-104.9719243,39.8680412
286,287,CERTIFIED,"DERMATOLOGIC COSMETIC LABORATORIES, LTD.",CHIEF EXECUTIVES,PRESIDENT/CEO,Y,151778.0,2016.0,"EAST HAVEN, CONNECTICUT",,
287,288,CERTIFIED,ALTO USA LLC,CHIEF EXECUTIVES,CEO,Y,205629.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
288,289,CERTIFIED,"VITASOY USA, INC.",CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,209602.0,2016.0,"WOBURN, MASSACHUSETTS",-71.1522765,42.479261799999996
289,290,CERTIFIED,VARIANTYX INC.,CHIEF EXECUTIVES,CHIEF INFORMATION OFFICER,Y,164403.0,2016.0,"FRAMINGHAM, MASSACHUSETTS",-71.4161565,42.279286
290,291,CERTIFIED,"KAUTEX MACHINES, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVES,Y,187200.0,2016.0,"NORTH BRANCH, NEW JERSEY",,
291,292,CERTIFIED,COTTONWOOD MANAGEMENT LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117998.4,2016.0,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
292,293,CERTIFIED,"THRU RAINBOW, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,102190.0,2016.0,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
293,294,CERTIFIED,"HOSPIRA INC., A PFIZER COMPANY",CHIEF EXECUTIVES,"VICE PRESIDENT, U.S. PHARMA OPERATIONS",Y,238368.0,2016.0,"LAKE FOREST, ILLINOIS",-87.840625,42.2586342
294,295,WITHDRAWN,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF HOTEL OPERATIONS,Y,165920.0,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
295,296,CERTIFIED,KAIZEN ANALYTIX LLC,CHIEF EXECUTIVES,"DIRECTOR, OPERATIONS RESEARCH",Y,102190.0,2016.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
296,297,CERTIFIED,"LASSONDE PAPPAS AND COMPANY, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,247832.0,2016.0,"CARNEYS POINT, NEW JERSEY",,
297,298,WITHDRAWN,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,VICE PRESIDENT OF HOTEL OPERATIONS,Y,165920.0,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
298,299,CERTIFIED,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CHIEF EXECUTIVES,ASSO. VICE CHANCELLOR FOR INTEL. PROP. AND IND. SPON. RES.,Y,91312.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
299,300,CERTIFIED,"VITASOY USA, INC.",CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,209602.0,2016.0,"WOBURN, MASSACHUSETTS",-71.1522765,42.479261799999996
300,301,CERTIFIED,YALE UNIVERSITY,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,195208.0,2016.0,"NEW HAVEN, CONNECTICUT",-72.9278835,41.308274
301,302,CERTIFIED,HEALTHJUMP INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"PHOENIXVILLE, PENNSYLVANIA",-75.5149128,40.13038220000001
302,303,CERTIFIED,"BROOKS BROTHERS GROUP, INC",CHIEF EXECUTIVES,"VICE PRESIDENT, HOSPITALITY DIVISION",Y,233418.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
303,304,CERTIFIED,AGCO CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, GLOBAL PURCHASING AND MATERIALS",Y,253635.0,2016.0,"DULUTH, GEORGIA",-84.1446376,34.0028786
304,305,WITHDRAWN,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, INFORMATION TECHNOLOGY",Y,214790.0,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
305,306,DENIED,"AGLYTIX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,70900.0,2016.0,"MANKATO, MINNESOTA",-93.99939959999999,44.1635775
306,307,CERTIFIED,"AGLYTIX, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,70900.0,2016.0,"MANKATO, MINNESOTA",-93.99939959999999,44.1635775
307,308,CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF HOTEL OPERATIONS,Y,214790.0,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
308,309,CERTIFIED,"PGM TECHNOLOGIES, INC.",CHIEF EXECUTIVES,OPERATIONS MANAGER,N,50107.0,2016.0,"KNOXVILLE, TENNESSEE",-83.9207392,35.96063839999999
309,310,CERTIFIED,"HSO NORTH AMERICA, LLC",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,130853.0,2016.0,"NORTHBROOK, ILLINOIS",-87.82895479999999,42.127526700000004
310,311,CERTIFIED,"STUDENTS FOR LIBERTY, INCORPORATED",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,103480.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
311,312,CERTIFIED,"CIOX HEALTH, LLC",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER OF PROVIDER SOLUTIONS,Y,246314.0,2016.0,"ALPHARETTA, GEORGIA",-84.2940899,34.07537620000001
312,313,CERTIFIED,"TRAILRUNNER INTERNATIONAL, LLC",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,149594.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
313,314,CERTIFIED,LUXOTTICA RETAIL NORTH AMERICA INC.,CHIEF EXECUTIVES,SR. DIRECTOR - CONTINUOUS IMPROVEMENT,Y,155958.0,2016.0,"MASON, OHIO",-84.309939,39.3600586
314,315,CERTIFIED,"AXMENTOR, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,205566.0,2016.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
315,316,CERTIFIED-WITHDRAWN,UNUM GROUP,CHIEF EXECUTIVES,"SVP, BUSINESS & TECHNOLOGY TRANSFORMATION",Y,218691.0,2016.0,"PORTLAND, MAINE",-70.2553259,43.661471
316,317,CERTIFIED,CHOU TEAM REALTY INC.,CHIEF EXECUTIVES,CHIEF ANALYTICS OFFICER,Y,119558.0,2016.0,"IRVINE, CALIFORNIA",-117.79469420000001,33.6839473
317,318,CERTIFIED,BARRY'S BOOTCAMP HOLDINGS LLC,CHIEF EXECUTIVES,CHEIF MARKETING OFFICER,Y,240469.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
318,319,CERTIFIED,LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE,CHIEF EXECUTIVES,CHIEF SCIENTIFIC OFFICER,Y,162115.0,2016.0,"TORRANCE, CALIFORNIA",-118.34062879999999,33.835849200000006
319,320,CERTIFIED,"CHYY (USA), LLC, F/K/A HRC LEASING COMPANY, LLC",CHIEF EXECUTIVES,PRESIDENT,Y,252137.6,2016.0,"WATERLOO, NEBRASKA",,
320,321,CERTIFIED,"ALLIED MINERAL PRODUCTS, INC.",CHIEF EXECUTIVES,"CORPORATE VP, DOMESTIC FOUNDRY AND STEEL",Y,102960.0,2016.0,"COLUMBUS, OHIO",-82.9987942,39.9611755
321,322,CERTIFIED,AVURE TECHNOLOGIES INCORPORATED,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,156354.0,2016.0,"MIDDLETOWN, OHIO",-84.39827629999999,39.5150576
322,323,CERTIFIED,HEARTLAND TECHNOLOGY PARTNERS LLC,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,N,54662.0,2016.0,"KIRKWOOD, MISSOURI",,
323,324,CERTIFIED,"LAICON CONSULTING SERVICES, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,94057.6,2016.0,"ORLANDO, FLORIDA",-81.3792365,28.5383355
324,325,CERTIFIED-WITHDRAWN,"VITCO DISTRIBUTORS, INC",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,133224.0,2016.0,"FONTANA, CALIFORNIA",-117.435048,34.0922335
325,326,CERTIFIED,CHENMED LLC,CHIEF EXECUTIVES,CHIEF OF STAFF,Y,262413.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
326,327,CERTIFIED,LIFE TECHNOLOGIES CORPORATION,CHIEF EXECUTIVES,"DIRECTOR, BUSINESS DEVELOPMENT",Y,163176.0,2016.0,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.40774979999999,37.654656
327,328,CERTIFIED,IT PEOPLE NETWORK LLC,CHIEF EXECUTIVES,DIRECTOR,Y,85821.0,2016.0,"AURORA, ILLINOIS",-88.3200715,41.7605849
328,329,WITHDRAWN,HERBSTREITH & FOX INC.,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,187200.0,2016.0,"ELMSFORD, NEW YORK",-73.8201337,41.055096899999995
329,330,CERTIFIED,"CRANE & CO., INC.",CHIEF EXECUTIVES,"PRESIDENT, INTERNATIONAL CURRENCY",Y,267800.0,2016.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
330,331,CERTIFIED,LAUDERDALE TANKERS CORP.,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,211474.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
331,332,CERTIFIED,"TANOTA DEVELOPMENT, LLC",CHIEF EXECUTIVES,RESIDENT MANAGER,Y,90626.0,2016.0,"TUMON, NA",144.7878689,13.497020499999998
332,333,CERTIFIED,"OILFIELD STEEL SUPPLY, LLC",CHIEF EXECUTIVES,PRESIDENT,Y,197642.0,2016.0,"MAGNOLIA, TEXAS",-95.75078149999999,30.2093794
333,334,CERTIFIED,AMERICAN CONSERVATORY THEATRE FOUNDATION,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,174803.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
334,335,CERTIFIED,ACCELETRADE CORPORATION,CHIEF EXECUTIVES,"CHIEF EXECUTIVE OFFICER, US & EUROPE",Y,240469.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
335,336,CERTIFIED,TRANS AMERICAN INFORMATION SYSTEMS INC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,229258.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
336,337,CERTIFIED,THE HENRY M. JACKSON FOUNDATION,CHIEF EXECUTIVES,ASSOCIATE DIRECTOR-THERAPEUTICS RESEARC,Y,247978.0,2016.0,"BETHESDA, MARYLAND",-77.09470920000001,38.984652000000004
337,338,CERTIFIED,PEATIX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,153005.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
338,339,CERTIFIED,HELLO INC.,CHIEF EXECUTIVES,CHIEF BUSINESS OFFICER,Y,174803.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
339,340,CERTIFIED,"WOOD-MIZER HOLDINGS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,190382.0,2016.0,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
340,341,CERTIFIED,"L & T GROUP OF COMPANIES, LTD.",CHIEF EXECUTIVES,EXECUTIVE OFFICE MANAGER,N,55200.0,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
341,342,CERTIFIED,EAPEIRON SOLUTIONS INC,CHIEF EXECUTIVES,BUSINESS DEVELOPMENT DIRECTOR,Y,109616.0,2016.0,"MIAMI LAKES, FLORIDA",-80.3086619,25.9087056
342,343,CERTIFIED,RIVIAN AUTOMOTIVE LLC,CHIEF EXECUTIVES,CHIEF STRATEGY OFFICER,Y,226574.0,2016.0,"SAN MATEO, CALIFORNIA",-122.32552539999999,37.562991700000005
343,344,CERTIFIED,STEVE HERMANN HOTELS LLC,CHIEF EXECUTIVES,GENERAL MANAGER,Y,81765.0,2016.0,"PALM SPRINGS, CALIFORNIA",-116.54529209999998,33.8302961
344,345,CERTIFIED,"DIEFFENBACHER USA, INC.",CHIEF EXECUTIVES,PRESIDENT AND CEO,Y,199930.0,2016.0,"ALPHARETTA, GEORGIA",-84.2940899,34.07537620000001
345,346,CERTIFIED,"FINACCESS ADVISORS, LLC",CHIEF EXECUTIVES,"MANAGING DIRECTOR, FAMILY OFFICE SERVICES",Y,262413.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
346,347,CERTIFIED,BLACK PEARL EXPLORATION LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117957.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
347,348,DENIED,ASSOCIATION OF UNIVERSTY RESEARCH PARKS,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,147326.0,2016.0,"TUCSON, ARIZONA",-110.926479,32.2217429
348,349,CERTIFIED,MIDLANDS MANEGEMENT COMPANY,CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT AND CHIEF OPERATING OFFICER,Y,173118.0,2016.0,"OKLAHOMA CITY, OKLAHOMA",-97.5164276,35.4675602
349,350,CERTIFIED,"WAL-MART ASSOCIATES, INC.",CHIEF EXECUTIVES,SR. DIRECTOR - PORTFOLIO MANAGEMENT,Y,114317.0,2016.0,"BENTONVILLE, ARKANSAS",-94.2088172,36.372853799999994
350,351,CERTIFIED,SW TECH CORPORATION,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,100000.0,2016.0,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
351,352,CERTIFIED,BLACK PEARL EXPLORATION LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117957.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
352,353,CERTIFIED,MODERN DENTAL PROFESSIONALS LEE INC.,CHIEF EXECUTIVES,PC PRESIDENT/DIRECTOR OF CLINICAL CARE,Y,91520.0,2016.0,"HUBER HEIGHTS, OHIO",,
353,354,CERTIFIED,"TRACE GENOMICS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,123053.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
354,355,CERTIFIED,WOO SPORTS INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,118664.0,2016.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
355,356,CERTIFIED,M. MORRIS INC.,CHIEF EXECUTIVES,VICE PRESIDENT OF STRATEGIC DEVELOPMENT,Y,163114.0,2016.0,"NORTH HOLLYWOOD, CALIFORNIA",-118.3812562,34.187044
356,357,CERTIFIED,WORLD WILDLIFE FUND US,CHIEF EXECUTIVES,"GLOBAL LEADER, WWF MARKETS PRACTICE",Y,256588.8,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
357,358,WITHDRAWN,"ARUZE GAMING AMERICA, INC.",CHIEF EXECUTIVES,GROUP CHIEF OPERATING OFFICER,Y,235165.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
358,359,CERTIFIED,ASSOCIATION OF UNIVERSITY RESEARCH PARKS,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,147326.0,2016.0,"TUCSON, ARIZONA",-110.926479,32.2217429
359,360,CERTIFIED,"STRATEGY ONE, INC.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,174803.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
360,361,CERTIFIED,TWINLAB CONSOLIDATION CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, SALES & MARKETING",Y,177798.0,2016.0,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
361,362,CERTIFIED,MECA FASHION CORPORATION,CHIEF EXECUTIVES,VICE PRESIDENT - BESINESS OPERATION & DEVELOPMENT,N,54662.0,2016.0,"ELLISVILLE, MISSOURI",-90.5870686,38.5925532
362,363,CERTIFIED,MEMORIAL HOSPITAL,CHIEF EXECUTIVES,CHIEF MEDICAL OFFICER,Y,180627.0,2016.0,"OWOSSO, MICHIGAN",,
363,364,CERTIFIED,320 LINCOLN LLC,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,262412.8,2016.0,"MIAMI BEACH, FLORIDA",-80.1300455,25.790654
364,365,CERTIFIED,"STRATEGIC GLOBAL MANAGEMENT, INC.",CHIEF EXECUTIVES,"DIRECTOR, INTERNATIONAL BUSINESS DEVELOPMENT",Y,133224.0,2016.0,"RIVERSIDE, CALIFORNIA",-117.3961564,33.9533487
365,366,CERTIFIED,"TRUEBLUE, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, BUSINESS INTELLIGENCE",Y,98904.0,2016.0,"TACOMA, WASHINGTON",-122.4442906,47.252876799999996
366,367,CERTIFIED,"STRATEGY ONE, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,174803.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
367,368,CERTIFIED,"CIKLUM, INC.",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,149926.0,2016.0,"CARLSBAD, CALIFORNIA",-117.3505939,33.158093300000004
368,369,CERTIFIED,NATIONAL COUNCIL OF YOUNG MEN'S CHRISTIAN ASSOCIATIONS OF THE USA,CHIEF EXECUTIVES,"VICE-PRESIDENT, LARGE YMCA RESOURCES",Y,137155.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
369,370,CERTIFIED,"LIBERATE MEDICAL, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,88691.0,2016.0,"CRESTWOOD, KENTUCKY",,
370,371,CERTIFIED,PEATIX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,153005.0,2016.0,"BROOKLYN, NEW YORK",-73.94415790000001,40.6781784
371,372,CERTIFIED,A & F MANAGEMENT OF FLORIDA,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,202300.8,2016.0,"MIAMI LAKES, FLORIDA",-80.3086619,25.9087056
372,373,WITHDRAWN,JEWISH FEDERATION OF GREATER TOLEDO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,137758.0,2016.0,"SYLVANIA, OHIO",,
373,374,CERTIFIED,"ECOINSIGHT, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, QA",Y,92536.0,2016.0,"ALPHARETTA, GEORGIA",-84.2940899,34.07537620000001
374,375,CERTIFIED,"BECHTEL EQUIPMENT OPERATIONS, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,191422.0,2016.0,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
375,376,CERTIFIED-WITHDRAWN,"DEKALB REGIONAL HEALTH SYSTEM, INC.",CHIEF EXECUTIVES,MEDICAL DIRECTOR (HOSPITALIST),Y,199930.0,2016.0,"DECATUR, GEORGIA",-84.2963123,33.7748275
376,377,CERTIFIED,JEWISH FEDERATION OF GREATER TOLEDO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,137758.0,2016.0,"SYLVANIA, OHIO",,
377,378,WITHDRAWN,"MICRO FINANCE ADVISORS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PLANNING AND PROJECTS,Y,113090.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
378,379,CERTIFIED,"MICRO FINANCE ADVISORS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PLANNING AND PROJECTS,Y,113090.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
379,380,CERTIFIED,"MICRO FINANCE ADVISORS, INC.",CHIEF EXECUTIVES,VICE PRESIDENT OF PLANNING AND PROJECTS,Y,113090.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
380,381,CERTIFIED,"ELBRUS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,113090.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
381,382,CERTIFIED,"HITMAP, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,106246.0,2016.0,"BERKELEY, CALIFORNIA",-122.272747,37.87159260000001
